Email,Major Name,Degree Type
jt1276@illinois.edu,Computer Science + Animal Sciences, BS
jt324@illinois.edu,Computer Science + Crop Sciences, BS
jt2034@illinois.edu,Computer Science + Anthropology, BSLAS
jt1194@illinois.edu,Mathematics & Computer Science, BSLAS
jt3768@illinois.edu,Computer Engineering, BS
jt316@illinois.edu,Computer Science + Economics, BSLAS
jt4461@illinois.edu,Computer Science + Crop Sciences, BS
jt3210@illinois.edu,Computer Science + Chemistry, BSLAS
jt1370@illinois.edu,Mathematics & Computer Science, BSLAS
jt4285@illinois.edu,Computer Science + Anthropology, BSLAS
jt212@illinois.edu,Computer Science + Philosophy, BSLAS
jt2950@illinois.edu,Computer Science + Physics, BS
jt1207@illinois.edu,Computer Science + Education, BS
jt1769@illinois.edu,Computer Science + Chemistry, BSLAS
jt3226@illinois.edu,Computer Science + Anthropology, BSLAS
jt1174@illinois.edu,Computer Science + Physics, BS
jt1120@illinois.edu,Computer Science + Astronomy, BSLAS
jt2783@illinois.edu,Computer Science + Crop Sciences, BS
jt3233@illinois.edu,Computer Science + Anthropology, BSLAS
jt1165@illinois.edu,Computer Science & Music, BS
jt159@illinois.edu,Computer Science + Geography & Geographic Information Science, BSLAS
jt5750@illinois.edu,Mathematics & Computer Science, BSLAS
jt428@illinois.edu,Computer Science + Geography & Geographic Information Science, BSLAS
jt1320@illinois.edu,Computer Science + Bioengineering, BS
jt1393@illinois.edu,Computer Science + Education, BS
jt5017@illinois.edu,Computer Science & Music, BS
jt1886@illinois.edu,Statistics & Computer Science, BSLAS
jt4646@illinois.edu,Computer Science + Education, BS
jt5213@illinois.edu,Statistics & Computer Science, BSLAS
jt2260@illinois.edu,Computer Science + Education, BS
jt3145@illinois.edu,Computer Science + Anthropology, BSLAS
jt4128@illinois.edu,Computer Science + Chemistry, BSLAS
jt5681@illinois.edu,Computer Science + Bioengineering, BS
jt2912@illinois.edu,Mathematics & Computer Science, BSLAS
jt3742@illinois.edu,Computer Science & Music, BS
jt2816@illinois.edu,Statistics & Computer Science, BSLAS
jt4467@illinois.edu,Computer Science + Music, BS
jt2467@illinois.edu,Computer Science + Advertising, BS
jt21@illinois.edu,Statistics & Computer Science, BSLAS
jt3642@illinois.edu,Computer Science + Astronomy, BSLAS
jt5406@illinois.edu,Computer Science + Physics, BS
jt5960@illinois.edu,Computer Science + Chemistry, BSLAS
jt1200@illinois.edu,Computer Science + Astronomy, BSLAS
jt3534@illinois.edu,Computer Science + Physics, BS
jt3203@illinois.edu,Computer Science + Chemistry, BSLAS
jt2738@illinois.edu,Computer Science + Music, BS
jt5715@illinois.edu,Computer Science & Music, BS
jt716@illinois.edu,Mathematics & Computer Science, BSLAS
jt3709@illinois.edu,Computer Science & Music, BS
jt3122@illinois.edu,Computer Science + Astronomy, BSLAS
jt3587@illinois.edu,Computer Science + Anthropology, BSLAS
jt2808@illinois.edu,Computer Science + Animal Sciences, BS
jt3301@illinois.edu,Computer Science + Anthropology, BSLAS
jt4552@illinois.edu,Computer Science + Anthropology, BSLAS
jt5940@illinois.edu,Computer Science + Economics, BSLAS
jt3251@illinois.edu,Computer Science + Linguistics, BSLAS
jt1109@illinois.edu,Computer Science + Crop Sciences, BS
jt1855@illinois.edu,Computer Science + Chemistry, BSLAS
jt2226@illinois.edu,Computer Science + Education, BS
jt8@illinois.edu,Computer Science + Animal Sciences, BS
jt1392@illinois.edu,Computer Science + Astronomy, BSLAS
jt1812@illinois.edu,Mathematics & Computer Science, BSLAS
jt2302@illinois.edu,Computer Science + Economics, BSLAS
jt5578@illinois.edu,Computer Science + Education, BS
jt5162@illinois.edu,Computer Science + Linguistics, BSLAS
jt1510@illinois.edu,Computer Science, BS
jt5872@illinois.edu,Computer Engineering, BS
jt3817@illinois.edu,Computer Science + Astronomy, BSLAS
jt4984@illinois.edu,Computer Science + Music, BS
jt1000@illinois.edu,Computer Science + Linguistics, BSLAS
jt1587@illinois.edu,Computer Science + Geography & Geographic Information Science, BSLAS
jt4263@illinois.edu,Computer Science & Music, BS
jt1235@illinois.edu,Computer Science, BS
jt4412@illinois.edu,Computer Science + Physics, BS
jt3518@illinois.edu,Computer Science + Economics, BSLAS
jt3918@illinois.edu,Computer Science + Geography & Geographic Information Science, BSLAS
jt5712@illinois.edu,Computer Science & Music, BS
jt1994@illinois.edu,Computer Science, BS
jt688@illinois.edu,Computer Science + Music, BS
jt5775@illinois.edu,Computer Science + Geography & Geographic Information Science, BSLAS
jt2174@illinois.edu,Computer Science + Linguistics, BSLAS
jt672@illinois.edu,Computer Science + Advertising, BS
jt5608@illinois.edu,Computer Science + Advertising, BS
jt2980@illinois.edu,Computer Science & Music, BS
jt4411@illinois.edu,Computer Science + Linguistics, BSLAS
jt4081@illinois.edu,Computer Science + Anthropology, BSLAS
jt3084@illinois.edu,Computer Science + Crop Sciences, BS
jt1243@illinois.edu,Computer Science + Education, BS
jt4439@illinois.edu,Computer Science + Crop Sciences, BS
jt810@illinois.edu,Computer Science + Advertising, BS
jt5252@illinois.edu,Computer Science + Geography & Geographic Information Science, BSLAS
jt1904@illinois.edu,Computer Science + Music, BS
jt2508@illinois.edu,Computer Science + Astronomy, BSLAS
jt2651@illinois.edu,Computer Engineering, BS
jt2666@illinois.edu,Statistics & Computer Science, BSLAS
jt4323@illinois.edu,Computer Science + Physics, BS
jt2799@illinois.edu,Computer Science + Chemistry, BSLAS
jt4649@illinois.edu,Computer Science + Chemistry, BSLAS
jt2335@illinois.edu,Computer Science + Advertising, BS
jt845@illinois.edu,Computer Science + Bioengineering, BS
jt3217@illinois.edu,Computer Science + Astronomy, BSLAS
jt3003@illinois.edu,Computer Science, BS
jt583@illinois.edu,Computer Science + Bioengineering, BS
jt4963@illinois.edu,Mathematics & Computer Science, BSLAS
jt43@illinois.edu,Mathematics & Computer Science, BSLAS
jt519@illinois.edu,Computer Science + Economics, BSLAS
jt2692@illinois.edu,Computer Science + Music, BS
jt5904@illinois.edu,Computer Science, BS
jt5285@illinois.edu,Computer Science + Animal Sciences, BS
jt2502@illinois.edu,Computer Science + Linguistics, BSLAS
jt2249@illinois.edu,Computer Science + Anthropology, BSLAS
jt1265@illinois.edu,Computer Science + Education, BS
jt4036@illinois.edu,Computer Science + Education, BS
jt4035@illinois.edu,Statistics & Computer Science, BSLAS
jt2903@illinois.edu,Computer Science + Geography & Geographic Information Science, BSLAS
jt4151@illinois.edu,Computer Science + Music, BS
jt2379@illinois.edu,Statistics & Computer Science, BSLAS
jt633@illinois.edu,Computer Science + Music, BS
jt1051@illinois.edu,Computer Science + Advertising, BS
jt3974@illinois.edu,Computer Science + Geography & Geographic Information Science, BSLAS
jt3500@illinois.edu,Computer Science + Anthropology, BSLAS
jt2623@illinois.edu,Computer Science + Bioengineering, BS
jt351@illinois.edu,Computer Science + Advertising, BS
jt5889@illinois.edu,Computer Engineering, BS
jt4483@illinois.edu,Computer Science + Physics, BS
jt5513@illinois.edu,Computer Science & Music, BS
jt2430@illinois.edu,Computer Science + Bioengineering, BS
jt615@illinois.edu,Mathematics & Computer Science, BSLAS
jt2616@illinois.edu,Computer Science + Physics, BS
jt513@illinois.edu,Computer Science + Astronomy, BSLAS
jt1328@illinois.edu,Computer Science + Philosophy, BSLAS
jt2246@illinois.edu,Computer Science + Anthropology, BSLAS
jt2788@illinois.edu,Computer Science + Physics, BS
jt5781@illinois.edu,Computer Science, BS
jt4977@illinois.edu,Computer Science + Animal Sciences, BS
jt1831@illinois.edu,Statistics & Computer Science, BSLAS
jt5867@illinois.edu,Computer Science + Music, BS
jt2266@illinois.edu,Computer Science + Music, BS
jt678@illinois.edu,Statistics & Computer Science, BSLAS
jt4462@illinois.edu,Computer Science + Chemistry, BSLAS
jt5099@illinois.edu,Mathematics & Computer Science, BSLAS
jt3815@illinois.edu,Computer Science + Crop Sciences, BS
jt2321@illinois.edu,Computer Science + Animal Sciences, BS
jt3946@illinois.edu,Computer Science + Anthropology, BSLAS
jt5047@illinois.edu,Computer Science + Linguistics, BSLAS
jt2649@illinois.edu,Computer Science + Philosophy, BSLAS
jt2370@illinois.edu,Computer Science + Geography & Geographic Information Science, BSLAS
jt5392@illinois.edu,Computer Science + Linguistics, BSLAS
jt135@illinois.edu,Computer Science + Chemistry, BSLAS
jt2044@illinois.edu,Computer Science & Music, BS
jt3205@illinois.edu,Mathematics & Computer Science, BSLAS
jt1850@illinois.edu,Computer Science + Music, BS
jt2261@illinois.edu,Computer Science + Advertising, BS
jt410@illinois.edu,Computer Science + Education, BS
jt4271@illinois.edu,Computer Science + Anthropology, BSLAS
jt3097@illinois.edu,Computer Science + Chemistry, BSLAS
jt1930@illinois.edu,Computer Science + Crop Sciences, BS
jt3927@illinois.edu,Computer Science + Music, BS
jt5829@illinois.edu,Computer Science + Education, BS
jt3726@illinois.edu,Computer Science + Philosophy, BSLAS
jt1931@illinois.edu,Computer Engineering, BS
jt4083@illinois.edu,Computer Science & Music, BS
jt5718@illinois.edu,Computer Science + Physics, BS
jt2298@illinois.edu,Computer Science + Physics, BS
jt4917@illinois.edu,Computer Engineering, BS
jt2329@illinois.edu,Computer Science + Chemistry, BSLAS
jt1606@illinois.edu,Computer Science + Economics, BSLAS
jt4270@illinois.edu,Computer Science + Advertising, BS
jt1816@illinois.edu,Computer Science, BS
jt2105@illinois.edu,Computer Science + Music, BS
jt2083@illinois.edu,Computer Science + Crop Sciences, BS
jt5138@illinois.edu,Computer Science + Astronomy, BSLAS
jt4468@illinois.edu,Computer Science, BS
jt4916@illinois.edu,Computer Science + Music, BS
jt2056@illinois.edu,Computer Science + Geography & Geographic Information Science, BSLAS
jt2933@illinois.edu,Computer Science + Music, BS
jt2410@illinois.edu,Computer Science + Crop Sciences, BS
jt869@illinois.edu,Computer Science + Chemistry, BSLAS
jt3326@illinois.edu,Computer Science + Music, BS
jt5579@illinois.edu,Mathematics & Computer Science, BSLAS
jt2704@illinois.edu,Computer Science + Music, BS
jt3004@illinois.edu,Computer Science + Education, BS
jt158@illinois.edu,Computer Science + Animal Sciences, BS
jt5432@illinois.edu,Computer Science + Economics, BSLAS
jt33@illinois.edu,Computer Science + Anthropology, BSLAS
jt1224@illinois.edu,Computer Science + Education, BS
jt2631@illinois.edu,Computer Science + Economics, BSLAS
jt381@illinois.edu,Statistics & Computer Science, BSLAS
jt2632@illinois.edu,Computer Science + Music, BS
jt1771@illinois.edu,Computer Science + Astronomy, BSLAS
jt5479@illinois.edu,Mathematics & Computer Science, BSLAS
jt2282@illinois.edu,Computer Science + Crop Sciences, BS
jt1146@illinois.edu,Computer Engineering, BS
jt2823@illinois.edu,Computer Science + Education, BS
jt3104@illinois.edu,Computer Science + Astronomy, BSLAS
jt1972@illinois.edu,Computer Science + Geography & Geographic Information Science, BSLAS
jt4119@illinois.edu,Computer Science + Advertising, BS
jt5722@illinois.edu,Statistics & Computer Science, BSLAS
jt2035@illinois.edu,Computer Science + Bioengineering, BS
jt1467@illinois.edu,Computer Science + Linguistics, BSLAS
jt5708@illinois.edu,Computer Engineering, BS
jt849@illinois.edu,Computer Science + Linguistics, BSLAS
jt426@illinois.edu,Computer Science + Education, BS
jt681@illinois.edu,Computer Science + Chemistry, BSLAS
jt4331@illinois.edu,Computer Science + Astronomy, BSLAS
jt279@illinois.edu,Computer Science + Chemistry, BSLAS
jt3745@illinois.edu,Computer Engineering, BS
jt3237@illinois.edu,Computer Science + Crop Sciences, BS
jt4485@illinois.edu,Statistics & Computer Science, BSLAS
jt1454@illinois.edu,Computer Science, BS
jt2076@illinois.edu,Statistics & Computer Science, BSLAS
jt5886@illinois.edu,Computer Science & Music, BS
jt4668@illinois.edu,Mathematics & Computer Science, BSLAS
jt5014@illinois.edu,Computer Science + Anthropology, BSLAS
jt5469@illinois.edu,Computer Science + Physics, BS
jt2974@illinois.edu,Computer Science + Geography & Geographic Information Science, BSLAS
jt472@illinois.edu,Computer Science + Crop Sciences, BS
jt4091@illinois.edu,Computer Science + Economics, BSLAS
jt13@illinois.edu,Computer Science + Philosophy, BSLAS
jt3593@illinois.edu,Computer Science + Physics, BS
jt1294@illinois.edu,Computer Science + Advertising, BS
jt518@illinois.edu,Computer Science + Anthropology, BSLAS
jt5636@illinois.edu,Computer Science & Music, BS
jt2895@illinois.edu,Computer Science, BS
jt4884@illinois.edu,Computer Science + Education, BS
jt5134@illinois.edu,Computer Science + Philosophy, BSLAS
jt1828@illinois.edu,Computer Science + Crop Sciences, BS
jt4301@illinois.edu,Computer Science + Philosophy, BSLAS
jt1988@illinois.edu,Mathematics & Computer Science, BSLAS
jt989@illinois.edu,Statistics & Computer Science, BSLAS
jt3034@illinois.edu,Computer Science + Geography & Geographic Information Science, BSLAS
jt4639@illinois.edu,Computer Science + Physics, BS
jt1770@illinois.edu,Statistics & Computer Science, BSLAS
jt668@illinois.edu,Statistics & Computer Science, BSLAS
jt4920@illinois.edu,Computer Science + Education, BS
jt3654@illinois.edu,Computer Science + Crop Sciences, BS
jt3588@illinois.edu,Computer Science + Education, BS
jt206@illinois.edu,Computer Science + Animal Sciences, BS
jt5676@illinois.edu,Computer Science & Music, BS
jt1162@illinois.edu,Computer Science, BS
jt1069@illinois.edu,Computer Science + Anthropology, BSLAS
jt5119@illinois.edu,Computer Science & Music, BS
jt1261@illinois.edu,Computer Science + Anthropology, BSLAS
jt4005@illinois.edu,Mathematics & Computer Science, BSLAS
jt2737@illinois.edu,Computer Science + Bioengineering, BS
jt1359@illinois.edu,Computer Science + Physics, BS
jt4451@illinois.edu,Computer Science + Economics, BSLAS
jt2351@illinois.edu,Computer Science & Music, BS
jt5223@illinois.edu,Computer Science + Chemistry, BSLAS
jt910@illinois.edu,Computer Engineering, BS
jt2247@illinois.edu,Computer Science + Philosophy, BSLAS
jt2660@illinois.edu,Computer Science + Crop Sciences, BS
jt3544@illinois.edu,Computer Science + Chemistry, BSLAS
jt4424@illinois.edu,Computer Science + Crop Sciences, BS
jt5956@illinois.edu,Computer Science + Geography & Geographic Information Science, BSLAS
jt4047@illinois.edu,Computer Engineering, BS
jt529@illinois.edu,Computer Science + Astronomy, BSLAS
jt5133@illinois.edu,Computer Science + Philosophy, BSLAS
jt2140@illinois.edu,Computer Science + Astronomy, BSLAS
jt3154@illinois.edu,Statistics & Computer Science, BSLAS
jt4907@illinois.edu,Computer Science + Geography & Geographic Information Science, BSLAS
jt202@illinois.edu,Computer Science + Chemistry, BSLAS
jt4850@illinois.edu,Computer Science & Music, BS
jt1764@illinois.edu,Computer Science + Physics, BS
jt4440@illinois.edu,Computer Science + Education, BS
jt718@illinois.edu,Computer Science + Advertising, BS
jt5710@illinois.edu,Computer Science + Philosophy, BSLAS
jt690@illinois.edu,Computer Science + Linguistics, BSLAS
jt4417@illinois.edu,Computer Science + Geography & Geographic Information Science, BSLAS
jt4673@illinois.edu,Computer Science + Astronomy, BSLAS
jt4109@illinois.edu,Computer Science & Music, BS
jt1717@illinois.edu,Computer Science + Geography & Geographic Information Science, BSLAS
jt1705@illinois.edu,Computer Science, BS
jt3279@illinois.edu,Computer Science + Linguistics, BSLAS
jt4008@illinois.edu,Statistics & Computer Science, BSLAS
jt2350@illinois.edu,Computer Science + Economics, BSLAS
jt3007@illinois.edu,Computer Science + Astronomy, BSLAS
jt1549@illinois.edu,Mathematics & Computer Science, BSLAS
jt2481@illinois.edu,Computer Science, BS
jt4849@illinois.edu,Computer Science, BS
jt3977@illinois.edu,Computer Science + Philosophy, BSLAS
jt4169@illinois.edu,Mathematics & Computer Science, BSLAS
jt4747@illinois.edu,Statistics & Computer Science, BSLAS
jt4089@illinois.edu,Computer Science + Bioengineering, BS
jt4766@illinois.edu,Computer Science + Bioengineering, BS
jt5962@illinois.edu,Computer Science + Linguistics, BSLAS
jt939@illinois.edu,Mathematics & Computer Science, BSLAS
jt3889@illinois.edu,Computer Science + Chemistry, BSLAS
jt654@illinois.edu,Computer Science, BS
jt2391@illinois.edu,Computer Science + Advertising, BS
jt5356@illinois.edu,Computer Science + Linguistics, BSLAS
jt544@illinois.edu,Computer Science + Philosophy, BSLAS
jt4981@illinois.edu,Computer Science & Music, BS
jt4959@illinois.edu,Computer Science + Physics, BS
jt4212@illinois.edu,Computer Science + Bioengineering, BS
jt2550@illinois.edu,Mathematics & Computer Science, BSLAS
jt28@illinois.edu,Computer Science + Chemistry, BSLAS
jt1061@illinois.edu,Computer Science + Economics, BSLAS
jt712@illinois.edu,Computer Science + Astronomy, BSLAS
jt3287@illinois.edu,Computer Science + Crop Sciences, BS
jt138@illinois.edu,Computer Science + Philosophy, BSLAS
