Name,Email,Major
Johnny Test38813,jt38813@illinois.edu,"Education Policy, Organization & Leadership, EdM"
Johnny Test34711,jt34711@illinois.edu,"Musicology, BMUS"
Johnny Test44643,jt44643@illinois.edu,"Chemical Engineering, PhD"
Johnny Test30405,jt30405@illinois.edu,"Philosophy, BALAS"
Johnny Test23800,jt23800@illinois.edu,"Italian, BALAS"
Johnny Test22928,jt22928@illinois.edu,"Neuroscience, BSLAS"
Johnny Test3210,jt3210@illinois.edu,"Computer Science + Bioengineering, BS"
Johnny Test30845,jt30845@illinois.edu,"Social Work, BSW"
Johnny Test4967,jt4967@illinois.edu,"Electrical & Computer Engineering, PhD"
Johnny Test19408,jt19408@illinois.edu,"Psychology, BSLAS"
Johnny Test3247,jt3247@illinois.edu,"Computer Science + Music, BS"
Johnny Test3053,jt3053@illinois.edu,"Computer Science, BS"
Johnny Test42028,jt42028@illinois.edu,"Information Sciences, PhD"
Johnny Test26544,jt26544@illinois.edu,"Sustainable Design, BS"
Johnny Test13262,jt13262@illinois.edu,"Mechanical Engineering, BS"
Johnny Test13138,jt13138@illinois.edu,"Dance, BA"
Johnny Test49515,jt49515@illinois.edu,"Art History, PhD"
Johnny Test12171,jt12171@illinois.edu,"Industrial Engineering, BS"
Johnny Test44532,jt44532@illinois.edu,"Materials Science & Engineering, MS"
Johnny Test54434,jt54434@illinois.edu,"Chemistry, PhD"
Johnny Test53153,jt53153@illinois.edu,"Engineering, MENG"
Johnny Test44924,jt44924@illinois.edu,"Systems & Entrepreneurial Engineering, MS"
Johnny Test1180,jt1180@illinois.edu,"Computer Science + Bioengineering, BS"
Johnny Test5534,jt5534@illinois.edu,"Computer Science, MS"
Johnny Test34172,jt34172@illinois.edu,"Learning & Education Studies, BS"
Johnny Test49040,jt49040@illinois.edu,"Latin American Studies, MA"
Johnny Test45744,jt45744@illinois.edu,"Theoretical and Applied Mechanics, MS"
Johnny Test52943,jt52943@illinois.edu,"VMS - Veterinary Clinical Medicine, MS"
Johnny Test26024,jt26024@illinois.edu,"Accountancy + Data Science, BS"
Johnny Test48684,jt48684@illinois.edu,"Livestock Systems Health, MVS"
Johnny Test43185,jt43185@illinois.edu,"VMS- Pathobiology, MS"
Johnny Test22461,jt22461@illinois.edu,"Political Science, BALAS"
Johnny Test54316,jt54316@illinois.edu,"Human Development & Family Studies, PhD"
Johnny Test43801,jt43801@illinois.edu,"Crop Sciences, PhD"
Johnny Test27363,jt27363@illinois.edu,"Interdisciplinary Health Sciences, BS"
Johnny Test40283,jt40283@illinois.edu,"Information Management, MS"
Johnny Test21793,jt21793@illinois.edu,"Slavic Studies, BALAS"
Johnny Test53515,jt53515@illinois.edu,"VMS - Comparative Biosciences, MS"
Johnny Test4067,jt4067@illinois.edu,"Computer Science, PhD"
Johnny Test8224,jt8224@illinois.edu,"Interdisciplinary Health Sciences, BS"
Johnny Test16603,jt16603@illinois.edu,"Musicology, BMUS"
Johnny Test45089,jt45089@illinois.edu,"Ecology, Evolution, & Conservation Biology, PHD"
Johnny Test25562,jt25562@illinois.edu,"Recreation, Sport & Tourism, BS"
Johnny Test8239,jt8239@illinois.edu,"Sociology, BALAS"
Johnny Test52319,jt52319@illinois.edu,"Economics, MS"
Johnny Test53285,jt53285@illinois.edu,"Crop Sciences, MS"
Johnny Test28422,jt28422@illinois.edu,"Spanish, BALAS"
Johnny Test11327,jt11327@illinois.edu,"Jazz Performance, BMUS"
Johnny Test37075,jt37075@illinois.edu,"VMS - Veterinary Clinical Medicine, MS"
Johnny Test46433,jt46433@illinois.edu,"Biology, MS"
Johnny Test23935,jt23935@illinois.edu,"French (Teaching), BA"
Johnny Test15928,jt15928@illinois.edu,"Finance + Data Science, BS"
Johnny Test38318,jt38318@illinois.edu,"Astronomy, MS"
Johnny Test27456,jt27456@illinois.edu,"Food Science, BS"
Johnny Test34941,jt34941@illinois.edu,"Anthropology, BALAS"
Johnny Test52975,jt52975@illinois.edu,"Linguistics, PhD"
Johnny Test43234,jt43234@illinois.edu,"Theoretical and Applied Mechanics, MS"
Johnny Test47957,jt47957@illinois.edu,"Molecular & Integrative Physiology, PhD"
Johnny Test6336,jt6336@illinois.edu,"Astrophysics, BSLAS"
Johnny Test53296,jt53296@illinois.edu,"Art History, MA"
Johnny Test14612,jt14612@illinois.edu,"Philosophy, BALAS"
Johnny Test45076,jt45076@illinois.edu,"Kinesiology, MS"
Johnny Test49715,jt49715@illinois.edu,"Community Health, PhD"
Johnny Test39821,jt39821@illinois.edu,"Speech & Hearing Science, Audiology - See Audiology, AuD"
Johnny Test37808,jt37808@illinois.edu,"Curriculum & Instruction, CAS"
Johnny Test4880,jt4880@illinois.edu,"Computer Science, MS"
Johnny Test33061,jt33061@illinois.edu,"Asian American Studies, BALAS"
Johnny Test40451,jt40451@illinois.edu,"Chemical Engineering, PhD"
Johnny Test51389,jt51389@illinois.edu,"Entomology, MS"
Johnny Test19893,jt19893@illinois.edu,"Psychology, BSLAS"
Johnny Test54030,jt54030@illinois.edu,"Molecular & Cellular Biology, MS"
Johnny Test22145,jt22145@illinois.edu,"Anthropology, BALAS"
Johnny Test18299,jt18299@illinois.edu,"Geography & Geographic Information Science, BALAS"
Johnny Test53251,jt53251@illinois.edu,"Materials Engineering, MENG"
Johnny Test11997,jt11997@illinois.edu,"Open Studies, BMUS"
Johnny Test44145,jt44145@illinois.edu,"Urban Planning, MUP"
Johnny Test26814,jt26814@illinois.edu,"Information Sciences + Data Science, BS"
Johnny Test54662,jt54662@illinois.edu,"Accountancy, PhD"
Johnny Test39650,jt39650@illinois.edu,"Music, AD"
Johnny Test21232,jt21232@illinois.edu,"Italian, BALAS"
Johnny Test4821,jt4821@illinois.edu,"Electrical & Computer Engineering, MS"
Johnny Test50253,jt50253@illinois.edu,"Speech & Hearing Science, Audiology - See Audiology, AuD"
Johnny Test43751,jt43751@illinois.edu,"Recreation, Sport & Tourism, PhD"
Johnny Test49640,jt49640@illinois.edu,"Pathobiology, MS"
Johnny Test49381,jt49381@illinois.edu,"Chemistry, MS"
Johnny Test25729,jt25729@illinois.edu,"Russian, East European, & Eurasian Studies, BALAS"
Johnny Test49666,jt49666@illinois.edu,"VMS - Veterinary Clinical Medicine, MS"
Johnny Test17987,jt17987@illinois.edu,"Statistics, BSLAS"
Johnny Test40510,jt40510@illinois.edu,"Biomedical Image Computing, MS"
Johnny Test1060,jt1060@illinois.edu,"Computer Science + Anthropology, BSLAS"
Johnny Test25278,jt25278@illinois.edu,"Dance, BFA"
Johnny Test46087,jt46087@illinois.edu,"Health Administration, MHA"
Johnny Test19185,jt19185@illinois.edu,"Learning & Education Studies, BS"
Johnny Test11870,jt11870@illinois.edu,"Actuarial Science, BSLAS"
Johnny Test9449,jt9449@illinois.edu,"Astronomy, BSLAS"
Johnny Test26709,jt26709@illinois.edu,"Brain & Cognitive Science, BSLAS"
Johnny Test4598,jt4598@illinois.edu,"Computer Science, MS"
Johnny Test8263,jt8263@illinois.edu,"Jazz Performance, BMUS"
Johnny Test29536,jt29536@illinois.edu,"Nuclear, Plasma, & Radiological Engineering, BS"
Johnny Test5457,jt5457@illinois.edu,"Electrical & Computer Engineering, PhD"
Johnny Test53800,jt53800@illinois.edu,"Agricultural & Biological Engineering, PhD"
Johnny Test5217,jt5217@illinois.edu,"Electrical & Computer Engineering, MEng"
Johnny Test42297,jt42297@illinois.edu,"Communications & Media, PhD"
Johnny Test18333,jt18333@illinois.edu,"Slavic Studies, BALAS"
Johnny Test8973,jt8973@illinois.edu,"Economics, BALAS"
Johnny Test43601,jt43601@illinois.edu,"Sociology, PhD"
Johnny Test2250,jt2250@illinois.edu,"Computer Science + Bioengineering, BS"
Johnny Test51221,jt51221@illinois.edu,"Italian, MA"
Johnny Test37444,jt37444@illinois.edu,"Curriculum & Instruction, EdD"
Johnny Test34746,jt34746@illinois.edu,"Human Development & Family Studies, BS"
Johnny Test447,jt447@illinois.edu,"Computer Science + Animal Sciences, BS"
Johnny Test22023,jt22023@illinois.edu,"Community Health, BS & Public Health, MPH"
Johnny Test806,jt806@illinois.edu,"Computer Science + Advertising, BS"
Johnny Test38512,jt38512@illinois.edu,"Special Education, MS"
Johnny Test29008,jt29008@illinois.edu,"Innovation, Leadership & Engineering Entrepreneurship, BS (ILEE)"
Johnny Test22957,jt22957@illinois.edu,"Mechanical Engineering, BS"
Johnny Test18120,jt18120@illinois.edu,"Operations Management, BS"
Johnny Test4871,jt4871@illinois.edu,"Computer Science, PhD"
Johnny Test37329,jt37329@illinois.edu,"Sustainable Urban Design, MSUD"
Johnny Test16023,jt16023@illinois.edu,"Agricultural & Consumer Economics, BS"
Johnny Test52395,jt52395@illinois.edu,"Biology, PhD"
Johnny Test50613,jt50613@illinois.edu,"Music Education, PhD"
Johnny Test37368,jt37368@illinois.edu,"Chemistry, MS"
Johnny Test25960,jt25960@illinois.edu,"Mechanical Engineering, BS"
Johnny Test13839,jt13839@illinois.edu,"Sustainable Design, BS"
Johnny Test25602,jt25602@illinois.edu,"East Asian Languages & Cultures, BALAS"
Johnny Test17095,jt17095@illinois.edu,"Theatre, BFA"
Johnny Test223,jt223@illinois.edu,"Computer Science + Education, BS"
Johnny Test40396,jt40396@illinois.edu,"Classics, MA"
Johnny Test1839,jt1839@illinois.edu,"Computer Science + Astronomy, BSLAS"
Johnny Test42702,jt42702@illinois.edu,"Technology Management, MS"
Johnny Test3609,jt3609@illinois.edu,"Computer Science + Advertising, BS"
Johnny Test1650,jt1650@illinois.edu,"Computer Science + Linguistics, BSLAS"
Johnny Test4002,jt4002@illinois.edu,"Computer Science, MS"
Johnny Test42144,jt42144@illinois.edu,"Theoretical and Applied Mechanics, MS"
Johnny Test2229,jt2229@illinois.edu,"Computer Science, BS"
Johnny Test19184,jt19184@illinois.edu,"Early Childhood Education, BS"
Johnny Test29756,jt29756@illinois.edu,Art Undeclared
Johnny Test18144,jt18144@illinois.edu,"Geology, BSLAS"
Johnny Test10944,jt10944@illinois.edu,"Spanish (Teaching), BA"
Johnny Test18163,jt18163@illinois.edu,"Kinesiology, BS & Public Health, MPH"
Johnny Test42662,jt42662@illinois.edu,"Industrial Design, MDes"
Johnny Test43993,jt43993@illinois.edu,"Information Sciences, PhD"
Johnny Test53281,jt53281@illinois.edu,"Animal Sciences, MANSC"
Johnny Test39324,jt39324@illinois.edu,"Industrial Engineering, MS"
Johnny Test16418,jt16418@illinois.edu,"Community Health, BS & Public Health, MPH"
Johnny Test8902,jt8902@illinois.edu,"Engineering Technology & Management for Agricultural Systems, BS"
Johnny Test26643,jt26643@illinois.edu,"Art & Art History, BFA"
Johnny Test24658,jt24658@illinois.edu,"Sociology, BALAS"
Johnny Test36743,jt36743@illinois.edu,"Instrumental Music, BMUS"
Johnny Test17966,jt17966@illinois.edu,"Philosophy, BALAS"
Johnny Test27467,jt27467@illinois.edu,"African American Studies, BALAS"
Johnny Test54622,jt54622@illinois.edu,"Anthropology, PhD"
Johnny Test39372,jt39372@illinois.edu,"Human Resources & Industrial Relations, PhD"
Johnny Test18200,jt18200@illinois.edu,"Community Health, BS"
Johnny Test20346,jt20346@illinois.edu,"Astronomy, BSLAS"
Johnny Test9078,jt9078@illinois.edu,"Strategy, Innovation and Entrepreneurship, BS"
Johnny Test24211,jt24211@illinois.edu,"Management, BS"
Johnny Test34836,jt34836@illinois.edu,"Neural Engineering, BS"
Johnny Test29245,jt29245@illinois.edu,"Geography & Geographic Information Science, BSLAS"
Johnny Test5934,jt5934@illinois.edu,"Electrical & Computer Engineering, PhD"
Johnny Test2220,jt2220@illinois.edu,"Computer Science + Crop Sciences, BS"
Johnny Test2742,jt2742@illinois.edu,"Computer Science + Physics, BS"
Johnny Test25029,jt25029@illinois.edu,"Asian American Studies, BALAS"
Johnny Test30901,jt30901@illinois.edu,"Environmental Engineering, BS"
Johnny Test40230,jt40230@illinois.edu,"Teaching of Biological Science, MS"
Johnny Test22905,jt22905@illinois.edu,"Comparative & World Literature, BALAS"
Johnny Test10098,jt10098@illinois.edu,"Athletic Training, BS"
Johnny Test22833,jt22833@illinois.edu,"Secondary Education, BS"
Johnny Test46282,jt46282@illinois.edu,"Engineering, MENG"
Johnny Test8144,jt8144@illinois.edu,"Physics, BS"
Johnny Test9627,jt9627@illinois.edu,"Graphic Design, BFA"
Johnny Test51782,jt51782@illinois.edu,"African Studies, MA"
Johnny Test54575,jt54575@illinois.edu,"Biomedical Image Computing, MS"
Johnny Test30127,jt30127@illinois.edu,"Social Work, BSW"
Johnny Test42692,jt42692@illinois.edu,"Crop Sciences, PhD"
Johnny Test33677,jt33677@illinois.edu,"Nutrition and Health, BS"
Johnny Test24298,jt24298@illinois.edu,"Italian, BALAS"
Johnny Test28066,jt28066@illinois.edu,"Atmospheric Sciences, BSLAS"
Johnny Test12891,jt12891@illinois.edu,"Teaching of Spanish, BA"
Johnny Test41308,jt41308@illinois.edu,"Sustainable Urban Management, MS"
Johnny Test19463,jt19463@illinois.edu,"Materials Science & Engineering, BS"
Johnny Test42633,jt42633@illinois.edu,"Curriculum & Instruction, MS"
Johnny Test1912,jt1912@illinois.edu,"Computer Engineering, BS"
Johnny Test24160,jt24160@illinois.edu,"Strategy, Innovation and Entrepreneurship, BS"
Johnny Test39487,jt39487@illinois.edu,"South Asian & Middle Eastern Studies, MA"
Johnny Test50972,jt50972@illinois.edu,"Latin American Studies, MA"
Johnny Test6385,jt6385@illinois.edu,"Econometrics & Quantitative Economics, BSLAS"
Johnny Test45137,jt45137@illinois.edu,"English, MA"
Johnny Test4572,jt4572@illinois.edu,"Electrical & Computer Engineering, PhD"
Johnny Test4626,jt4626@illinois.edu,"Computer Science, PhD"
Johnny Test31536,jt31536@illinois.edu,"Gender & Women's Studies, BALAS"
Johnny Test10103,jt10103@illinois.edu,"Teaching of German, BA"
Johnny Test25290,jt25290@illinois.edu,"Industrial Design, BFA"
Johnny Test20671,jt20671@illinois.edu,"Musicology, BMUS"
Johnny Test10959,jt10959@illinois.edu,"African American Studies, BALAS"
Johnny Test7090,jt7090@illinois.edu,"Dance, BFA"
Johnny Test9807,jt9807@illinois.edu,"Food Science, BS"
Johnny Test32530,jt32530@illinois.edu,"Economics, BALAS"
Johnny Test52566,jt52566@illinois.edu,"Ecology, Evolution, & Conservation Biology, PHD"
Johnny Test45495,jt45495@illinois.edu,"Ecology, Evolution, & Conservation Biology, PHD"
Johnny Test48924,jt48924@illinois.edu,"Elementary Education, EdM"
Johnny Test26516,jt26516@illinois.edu,"Media & Cinema Studies, BS"
Johnny Test28147,jt28147@illinois.edu,"Information Systems, BS"
Johnny Test19135,jt19135@illinois.edu,"Biochemistry, BS"
Johnny Test20703,jt20703@illinois.edu,"History, BALAS"
Johnny Test409,jt409@illinois.edu,"Computer Science + Bioengineering, BS"
Johnny Test26949,jt26949@illinois.edu,"Portuguese, BALAS"
Johnny Test48277,jt48277@illinois.edu,"Advertising, MS"
Johnny Test26809,jt26809@illinois.edu,"Materials Science & Engineering, BS"
Johnny Test2450,jt2450@illinois.edu,"Computer Science & Music, BS"
Johnny Test30402,jt30402@illinois.edu,"History of Art, BALAS"
Johnny Test42543,jt42543@illinois.edu,"Linguistics, MA"
Johnny Test54094,jt54094@illinois.edu,"Educational Psychology, MS"
Johnny Test41310,jt41310@illinois.edu,"Materials Engineering, MENG"
Johnny Test29534,jt29534@illinois.edu,"Crop Sciences, BS"
Johnny Test24867,jt24867@illinois.edu,"Landscape Architecture, BLA"
Johnny Test16555,jt16555@illinois.edu,"Landscape Architecture, BLA"
Johnny Test22086,jt22086@illinois.edu,"Strategy, Innovation and Entrepreneurship, BS"
Johnny Test54023,jt54023@illinois.edu,"Communications & Media, PhD"
Johnny Test18727,jt18727@illinois.edu,"Electrical Engineering, BS"
Johnny Test43992,jt43992@illinois.edu,"Financial Engineering, MS"
Johnny Test51138,jt51138@illinois.edu,"Music, MMUS"
Johnny Test43215,jt43215@illinois.edu,"Linguistics, MA"
Johnny Test35102,jt35102@illinois.edu,"English, BALAS"
Johnny Test4018,jt4018@illinois.edu,"Bioinformatics, MS"
Johnny Test53522,jt53522@illinois.edu,"Linguistics, MA"
Johnny Test39009,jt39009@illinois.edu,"Human Development & Family Studies, MS"
Johnny Test23977,jt23977@illinois.edu,"Neural Engineering, BS"
Johnny Test40091,jt40091@illinois.edu,"Italian, MA"
Johnny Test3442,jt3442@illinois.edu,"Computer Science + Geography & Geographic Information Science, BSLAS"
Johnny Test24819,jt24819@illinois.edu,"Voice, BMUS"
Johnny Test15909,jt15909@illinois.edu,"Special Education, BS"
Johnny Test48438,jt48438@illinois.edu,"Physics, MS"
Johnny Test5729,jt5729@illinois.edu,"Electrical & Computer Engineering, MS"
Johnny Test3885,jt3885@illinois.edu,"Computer Science + Philosophy, BSLAS"
Johnny Test32335,jt32335@illinois.edu,"Jazz Performance, BMUS"
Johnny Test52541,jt52541@illinois.edu,"Rehabilitation, MS"
Johnny Test22969,jt22969@illinois.edu,"Lyric Theatre, BMA"
Johnny Test53818,jt53818@illinois.edu,"Human Development & Family Studies, PhD"
Johnny Test35404,jt35404@illinois.edu,"German (Teaching), BA"
Johnny Test51165,jt51165@illinois.edu,"French, PhD"
Johnny Test46116,jt46116@illinois.edu,"Library & Information Science, MS"
Johnny Test27805,jt27805@illinois.edu,"Geography & Geographic Information Science, BSLAS"
Johnny Test988,jt988@illinois.edu,"Computer Science + Anthropology, BSLAS"
Johnny Test29082,jt29082@illinois.edu,"Agronomy, BS"
Johnny Test51972,jt51972@illinois.edu,"Materials Science & Engineering, MS"
Johnny Test40218,jt40218@illinois.edu,"Bioengineering, PhD"
Johnny Test45592,jt45592@illinois.edu,"Classics, MA"
Johnny Test34670,jt34670@illinois.edu,"German (Teaching), BA"
Johnny Test28989,jt28989@illinois.edu,"Agricultural & Biological Engineering, BS and Agricultural & Biological Engineering, BSAG (Dual Degree Program)"
Johnny Test11516,jt11516@illinois.edu,"Geography & Geographic Information Science, BSLAS"
Johnny Test16664,jt16664@illinois.edu,"Jazz Performance, BMUS"
Johnny Test9301,jt9301@illinois.edu,Teacher Education (K-12)
Johnny Test17281,jt17281@illinois.edu,"Statistics, BSLAS"
Johnny Test29668,jt29668@illinois.edu,"Studio Art, BASA"
Johnny Test28363,jt28363@illinois.edu,"Latina/Latino Studies, BALAS"
Johnny Test5661,jt5661@illinois.edu,"Electrical & Computer Engineering, PhD"
Johnny Test15453,jt15453@illinois.edu,"Environmental Engineering, BS"
Johnny Test10280,jt10280@illinois.edu,"Molecular & Cellular Biology, BSLAS"
Johnny Test12038,jt12038@illinois.edu,"Instrumental Music, BMUS"
Johnny Test24053,jt24053@illinois.edu,"Civil Engineering, BS"
Johnny Test39417,jt39417@illinois.edu,"Teaching of English as a Second Language, MA"
Johnny Test51991,jt51991@illinois.edu,"Creative Writing, MFA"
Johnny Test36616,jt36616@illinois.edu,"Voice, BMUS"
Johnny Test35754,jt35754@illinois.edu,"Chemistry, BSLAS"
Johnny Test12409,jt12409@illinois.edu,"Landscape Architecture, BLA"
Johnny Test5303,jt5303@illinois.edu,"Computer Science, MCS"
Johnny Test16992,jt16992@illinois.edu,"Kinesiology, BS & Dance, BA"
Johnny Test24024,jt24024@illinois.edu,"Atmospheric Sciences, BSLAS"
Johnny Test9109,jt9109@illinois.edu,"Teaching of Spanish, BA"
Johnny Test2868,jt2868@illinois.edu,"Computer Science + Linguistics, BSLAS"
Johnny Test33826,jt33826@illinois.edu,"Systems Engineering & Design, BS"
Johnny Test3863,jt3863@illinois.edu,"Computer Science + Economics, BSLAS"
Johnny Test20614,jt20614@illinois.edu,"German (Teaching), BA"
Johnny Test32311,jt32311@illinois.edu,"Elementary Education, BS"
Johnny Test18906,jt18906@illinois.edu,"Materials Science & Engineering, BS"
Johnny Test51212,jt51212@illinois.edu,"CyberGIS and Geospatial Data Science, MS"
Johnny Test14003,jt14003@illinois.edu,"Nutrition and Health, BS"
Johnny Test2226,jt2226@illinois.edu,"Computer Science + Education, BS"
Johnny Test1245,jt1245@illinois.edu,"Mathematics & Computer Science, BSLAS"
Johnny Test3270,jt3270@illinois.edu,"Computer Science & Music, BS"
Johnny Test16113,jt16113@illinois.edu,"Athletic Training, BS"
